diary_entry,mood,happy,sad,satisfied,proud,anxious,angry,afraid,jealous
"Today was a weird mix of things. you know, I struggled with feelings of inadequacy and envy all day long today. I felt physically threatened and unsafe today, you know, it was terrifying. I'm just too tired to think about it anymore.",-0.48,0,0,0,0,0,0,1,1
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... also, Ich habe heute Nacht ein seltsames Geräusch also, im Haus gehört und hatte totale Angst. Tja, das war mein Tag im Großen und Ganzen.",-0.36,0,0,0,0,0,0,1,0
"So, I'm sitting here thinking about today. Today uh, was a constant reminder of things that aren't working out in my life. I stood by my values so basically, today even when it wasn't the easy thing to do. We'll see how things look in the morning.",0.12,0,1,0,1,0,0,0,0
"Well, today happened. kind of, I spent some quality time doing like, absolutely nothing, and it was perfect. I felt really threatened when someone else got the so basically, attention I wanted. Going to make myself some tea and unwind.",0.13,0,0,1,0,0,0,0,1
"Recording this because today was crazy. It so basically, was a really gloomy day, both outside and inside my head. Hoping for a calmer day tomorrow.",-0.86,0,1,0,0,0,0,0,0
"Dear diary, it's me again. Today was just so basically, a sad day, and I couldn't find a reason to smile. Everything just clicked today, and I couldn't stop smiling for no reason. Time to turn off my brain for the night.",0.1,1,1,0,0,0,0,0,0
"Today was a weird mix of things. like, I felt you know, a deep sense of dread today about where my life is heading. Hoping for a calmer day tomorrow.",-0.85,0,0,0,0,0,0,1,0
"Heute war... gelinde gesagt, sehr interessant. irgendwie, Ich habe heute einen persönlichen Meilenstein erreicht und bin stolz irgendwie, auf meinen Weg. Ich habe äh, mich heute so ausgeschlossen gefühlt, als würde ich nirgends dazugehören. Ich hoffe einfach, dass alles gut ausgeht.",-0.01,0,1,0,1,0,0,0,0
"Liebes Tagebuch, ich bin's wieder. also, Ich bin zufrieden damit, wie die Dinge im Moment laufen, einfach ruhig und stabil. Tut echt gut, das mal ausgesprochen zu haben.",0.54,0,0,1,0,0,0,0,0
"Recording this because today was crazy. I finally got to do uh, my favorite hobby today and it brought me so much joy. Going to make myself some tea and unwind.",0.99,1,0,0,0,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. irgendwie, Heute war einfach ein trauriger Tag und ich ähm, konnte keinen Grund zum Lächeln finden. Ich habe heute einen irgendwie, persönlichen Meilenstein erreicht und bin stolz auf meinen Weg. Ich hoffe auf einen ruhigeren Tag morgen.",-0.09,0,1,0,1,0,0,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. äh, Ich habe mich unsicher gefühlt, als ich sah, dass sozusagen, sie mit jemand anderem geredet haben und nicht mit mir. Wie dem auch sei, ich gehe jetzt schlafen.",0.07,0,0,0,0,0,0,0,1
"Liebes Tagebuch, ich bin's wieder. äh, Ich habe das Gefühl, dass bald äh, etwas schiefgeht, und kann dieses Gefühl nicht abschütteln. Ich habe meinen Partner mit jemand anderem reden sehen sozusagen, und habe einen Stich Eifersucht gespürt. Ich freue mich auf einen Neuanfang morgen.",-0.08,0,0,0,0,1,0,0,1
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. Ich bin im Moment so unsicher mit meinen Entscheidungen und zweifle ständig an mir. Das war mein Tag, ich bin raus für heute.",-0.43,0,0,0,0,1,0,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. halt, Ich hatte äh, ein einfaches Abendessen und war einfach im Reinen mit mir selbst. Morgen ist zum Glück ein neuer Tag.",0.59,0,0,1,0,0,0,0,0
"So, let's see how to describe today. kind of, I just feel so bitter and angry about how so basically, unfair this situation is. I like, had a minor panic today when I thought about failing. Tomorrow is a new day, luckily.",-0.6,0,0,0,0,0,1,1,0
"Ich muss das hier kurz mal festhalten. äh, Ich war heute extrem unsicher und habe mir ständig Sorgen gemacht, was andere über sozusagen, mich denken. Ich freue mich auf einen Neuanfang morgen.",-0.24,0,0,0,0,1,0,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. also, Jemand hat heute die Lorbeeren für meine halt, Arbeit eingeheimst, ich bin absolut wütend. Alles fühlte sich heute so grau an, ich weiß gar nicht, warum ich so sozusagen, deprimiert bin. Ich hoffe einfach, dass alles gut ausgeht.",-0.72,0,1,0,0,0,1,0,0
"Today was a weird mix of things. I worked incredibly hard kind of, today and the results really showed. I laughed so kind of, hard my stomach hurt, it was exactly what I needed. Tomorrow is a new day, luckily.",0.95,1,0,0,1,0,0,0,0
"Uff, was für ein Tag. äh, Ich hatte ein einfaches Abendessen und war einfach äh, im Reinen mit mir selbst. Heute lief alles wie am sozusagen, Schnürchen, ich bin einfach rundum glücklich. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.77,1,0,1,0,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. irgendwie, Jede kleine Aufgabe kam mir heute halt, wie ein riesiger Berg vor, es war so anstrengend. Das war's dann wohl für heute.",-0.5,0,0,0,0,1,0,0,0
"Okay, also so lief mein Tag heute ab. irgendwie, Ich habe heute eine Präsentation gehalten und sie lief besser, als ich je gedacht hätte. Heute lief alles wie am Schnürchen, ich bin einfach also, rundum glücklich. Zeit, den Kopf für heute auszuschalten.",0.81,1,0,0,1,0,0,0,0
"Okay, also so lief mein Tag heute ab. ähm, Ich hatte heute die schleichende Angst, dass äh, mir alles über dem Kopf zusammenbricht. Hoffentlich wird morgen ein bisschen besser.",-0.78,0,0,0,0,0,0,1,0
"Na ja, heute ist einiges passiert. halt, Ich hatte heute schreckliche Angst irgendwie, davor, jemanden zu konfrontieren, meine Hände haben gezittert. Mal sehen, wie die Welt morgen früh aussieht.",-0.56,0,0,0,0,0,0,1,0
"Ich nehme das hier auf, weil heute echt verrückt war. äh, Ich habe heute ein schwieriges Gespräch sehr reif und halt, ruhig gemeistert. Ich habe einen Stich Neid verspürt, als ich ihr neues sozusagen, Auto und ihre Wohnung gesehen habe. Ich schlafe jetzt wohl am besten mal drüber.",0.41,0,0,0,1,0,0,0,1
"Hallo Tagebuch, kurzes Update von mir. irgendwie, Ich habe eine enttäuschende Nachricht erhalten und das hat irgendwie, meine Stimmung total runtergezogen. So lief das heute jedenfalls ab.",-0.79,0,1,0,0,0,0,0,0
"Ich muss das hier kurz mal festhalten. Jemand hat heute meine Grenzen völlig irgendwie, missachtet, das hat mich so wütend gemacht. Ich hoffe einfach, dass alles gut ausgeht.",-0.58,0,0,0,0,0,1,0,0
"Boah, ich muss mir heute mal was von der Seele reden. also, Es war ein ruhiger Tag ohne Drama, einfach stetiger Fortschritt in meinem Tempo. Ich habe einen Stich Neid verspürt, als ich ihr neues Auto und ihre äh, Wohnung gesehen habe. Mal sehen, wie die Welt morgen früh aussieht.",0.06,0,0,1,0,0,0,0,1
"Alles klar, Tagebuch, hier ist das Update. sozusagen, Ich hatte heute den ganzen Tag mit Gefühlen von Unzulänglichkeit und also, Neid zu kämpfen. Tut echt gut, das mal ausgesprochen zu haben.",-0.57,0,0,0,0,0,0,0,1
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. äh, Ich bin halt, zufrieden damit, wie die Dinge im Moment laufen, einfach ruhig und stabil. Mein Herz hat heute halt, ohne wirklichen Grund total gerast, einfach pure Nervosität. Ich freue mich auf einen Neuanfang morgen.",0.16,0,0,1,0,1,0,0,0
"So, I'm sitting here thinking about today. like, I had a simple dinner and just felt at peace with where I am uh, in life. Glad I got that off my chest.",0.6,0,0,1,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. halt, Alles fühlte sich ähm, heute so grau an, ich weiß gar nicht, warum ich so deprimiert bin. Ich habe mich heute in der irgendwie, neuen Umgebung völlig verloren und verängstigt gefühlt. Ich mache mir jetzt noch einen Tee und entspanne.",-0.72,0,1,0,0,0,0,1,0
"Man, today was something else. uh, I just feel this constant, heavy pressure on my you know, chest all day long. That's pretty much how it went.",-0.48,0,0,0,0,1,0,0,0
"Man, today was something else. so basically, I just feel this constant, uh, heavy pressure on my chest all day long. Tomorrow is a new day, luckily.",-0.24,0,0,0,0,1,0,0,0
"Heute war irgendwie eine seltsame Mischung. irgendwie, Ich habe es geschafft, alles auf meiner To-Do-Liste halt, abzuhaken, das tut echt gut. Ich war heute so ungeduldig und wütend über den langsamen Fortschritt sozusagen, bei allem. Tut echt gut, das mal ausgesprochen zu haben.",-0.13,0,0,1,0,0,1,0,0
"Also, heute war... äh, Am Abend kamen mir einfach die Tränen, halt, weil alles zu viel wurde. Ich freue mich auf einen Neuanfang morgen.",-0.72,0,1,0,0,0,0,0,0
"Alright, diary, here's the scoop. you know, I had uh, such a great time with my friends today, we couldn't stop laughing. I made some really tough decisions today, but they were the right ones. Well, that was my day in a nutshell.",0.74,1,0,0,1,0,0,0,0
"So, let's see how to describe today. you know, Someone you know, was incredibly rude to me today and it completely ruined my mood. I'm just too tired to think about it anymore.",-0.52,0,0,0,0,0,1,0,0
"Wow, I need to talk about today. kind of, I took care of some boring kind of, tasks today, and I'm glad they are finally done. I'm just too tired to think about it anymore.",0.6,0,0,1,0,0,0,0,0
"So, let's see how to describe today. Today was just a solid, balanced day where everything went smoothly. Hoping for a calmer day tomorrow.",0.66,0,0,1,0,0,0,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. ähm, Ich also, habe das Gefühl, dass bald etwas schiefgeht, und kann dieses Gefühl nicht abschütteln. Ich hatte heute einen guten, gleichmäßigen also, Arbeitsfluss ohne Störungen. Ich bin echt froh, dass dieser Tag vorbei ist.",0.07,0,0,1,0,1,0,0,0
"So, I'm sitting here thinking about today. kind of, I felt you know, a sudden rush of jealousy when they praised someone else's work. I couldn't focus on anything today because of this kind of, underlying panic. Glad I got that off my chest.",-0.19,0,0,0,0,1,0,0,1
"Heute war irgendwie eine seltsame Mischung. irgendwie, Ich hatte heute ein tiefes ähm, Gefühl von Bedrohung, wenn ich an meine Zukunft denke. Jede kleine Aufgabe kam mir heute wie ein äh, riesiger Berg vor, es war so anstrengend. So lief das heute jedenfalls ab.",-0.44,0,0,0,0,1,0,1,0
"Ich nehme das hier auf, weil heute echt verrückt war. äh, Ich habe heute gemerkt, wie sich immer mehr Groll in mir anstaut über die halt, Zustände hier. Na ja, das ist jedenfalls mein Update.",-0.44,0,0,0,0,0,1,0,0
"Lass uns mal über die heutigen Ereignisse sprechen. also, Ich habe heute Nacht ein seltsames Geräusch im Haus sozusagen, gehört und hatte totale Angst. Ich bin einfach zu müde, um weiter darüber nachzudenken.",-0.7,0,0,0,0,0,0,1,0
"So, I'm sitting here thinking about today. you know, I got a surprise gift today and it kind of, completely made my week. Looking forward to a fresh start tomorrow.",0.91,1,0,0,0,0,0,0,0
"Actually, I need to vent a bit. you know, It was a productive day and everything went exactly as planned. Tomorrow is a new day, luckily.",0.58,0,0,1,0,0,0,0,0
"Recording this because today was crazy. uh, The like, thought of losing my job is keeping me up at night, I'm terrified. That's pretty much how it went.",-0.41,0,0,0,0,0,0,1,0
"Heute war... gelinde gesagt, sehr interessant. halt, Jemand war ähm, heute extrem unhöflich zu mir, das hat mir die Laune komplett verdorben. Ich habe heute also, eine Präsentation gehalten und sie lief besser, als ich je gedacht hätte. Das war's dann wohl für heute.",0.0,0,0,0,1,0,1,0,0
"Wow, I need to talk about today. so basically, I felt really threatened when someone else got the attention I wanted. Anyway, that's my update.",0.08,0,0,0,0,0,0,0,1
"Ehrlich gesagt war heute ein ganz schöner Ritt. irgendwie, Ich hatte äh, heute einen guten, gleichmäßigen Arbeitsfluss ohne Störungen. Morgen ist zum Glück ein neuer Tag.",0.52,0,0,1,0,0,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. ähm, Ich bin heute meinen Werten treu geblieben, auch wenn es nicht irgendwie, der leichteste Weg war. Ich bin zufrieden damit, wie die also, Dinge im Moment laufen, einfach ruhig und stabil. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.65,0,0,1,1,0,0,0,0
"Alles klar, Tagebuch, hier ist das Update. sozusagen, Ich habe heute jemanden sehr äh, vermisst und diese Leere war echt schwer zu ertragen. Ich hatte ein super lustiges Mittagessen mit meinen Kollegen, die Stimmung war toll. Zeit, den Kopf für heute auszuschalten.",0.05,1,1,0,0,0,0,0,0
"I need to get today's thoughts down. so basically, Today was just uh, a solid, balanced day where everything went smoothly. That's pretty much how it went.",0.67,0,0,1,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. halt, Ich äh, habe heute endlich meinen Schreibtisch sortiert, das ist sehr befriedigend. Der Tag heute war wieder eine Erinnerung an alles, was gerade schiefläuft. Ich hoffe einfach, dass alles gut ausgeht.",-0.19,0,1,1,0,0,0,0,0
"Heute war... gelinde gesagt, sehr interessant. also, Ich hatte heute so eine tolle Zeit mit meinen also, Freunden, wir mussten ständig lachen. Ich bin echt froh, dass dieser Tag vorbei ist.",0.69,1,0,0,0,0,0,0,0
"Na ja, heute ist einiges passiert. Ich hatte ein super lustiges sozusagen, Mittagessen mit meinen Kollegen, die Stimmung war toll. Ich musste mich irgendwie, heute zwingen zu lächeln, das war unglaublich anstrengend. Ich schlafe jetzt wohl am besten mal drüber.",0.04,1,1,0,0,0,0,0,0
"Wow, I need to talk about today. um, I saw my uh, partner talking to someone else and felt a sting of jealousy. I got a you know, sudden scare when a car almost hit me on the crossing. Hoping for a calmer day tomorrow.",-0.45,0,0,0,0,0,0,1,1
"Also, heute war... sozusagen, Ich musste mir heute echt auf die Zunge halt, beißen, um jemanden nicht anzuschreien. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.96,0,0,0,0,0,1,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. halt, Ich habe heute ein schwieriges Gespräch sehr reif und irgendwie, ruhig gemeistert. Ich hatte einen sozusagen, Moment der Panik, als ich dachte, ich hätte meinen Geldbeutel verloren. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.31,0,0,0,1,0,0,1,0
"Mal schauen, wie ich heute am besten beschreibe. irgendwie, Ich habe das Gefühl, dass bald etwas schiefgeht, und kann dieses Gefühl also, nicht abschütteln. Ich freue mich auf einen Neuanfang morgen.",-0.42,0,0,0,0,1,0,0,0
"Heute war... gelinde gesagt, sehr interessant. Kein Stress heute, sozusagen, einfach eine angenehme Routine, die mir Halt gegeben hat. Mal sehen, wie die Welt morgen früh aussieht.",0.61,0,0,1,0,0,0,0,0
"Hallo Tagebuch, kurzes Update von mir. äh, Ich hatte heute ähm, eine kleine Panikattacke, als ich ans Scheitern gedacht habe. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.96,0,0,0,0,0,0,1,0
"Hey diary, just checking in. kind of, I struggled to breathe properly at one point so basically, because the pressure was too much. Time to turn off my brain for the night.",-0.22,0,0,0,0,1,0,0,0
"So, let's see how to describe today. like, The weather like, was perfect and I just felt this deep sense of joy inside. My energy was completely flat today, I just felt a um, deep sadness. Well, that was my day in a nutshell.",0.02,1,1,0,0,0,0,0,0
"Today was a weird mix of things. uh, There's this underlying fear of making mistakes that paralyses me. I got jealous when I saw how easily you know, things come to other people. Time to turn off my brain for the night.",-0.47,0,0,0,0,0,0,1,1
"Let's talk about today's events. so basically, I kept worrying about um, the future today and felt really restless. Glad I got that off my chest.",-0.63,0,0,0,0,1,0,0,0
"Boah, ich muss mir heute mal was von der Seele reden. irgendwie, Die Inkompetenz der Leute, mit denen ich heute zu äh, tun hatte, war einfach nur zum Rasen. Ich mache mir jetzt noch einen Tee und entspanne.",-0.85,0,0,0,0,0,1,0,0
"Well, today happened. I felt so tense today, like my body is constantly on high alert. I felt so impatient and angry at the like, slow progress of everything today. I hope things turn out okay.",-0.74,0,0,0,0,1,1,0,0
"Dear diary, it's me again. um, It was a productive day so basically, and everything went exactly as planned. Going to make myself some tea and unwind.",0.72,0,0,1,0,0,0,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. Ich hatte heute mit Eifersucht zu sozusagen, kämpfen, weil mein Kumpel die Chance bekommen hat, die ich wollte. Ich musste mir heute echt auf die Zunge irgendwie, beißen, um jemanden nicht anzuschreien. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.52,0,0,0,0,0,1,0,1
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. ähm, Ich hatte heute irgendwie, den ganzen Tag mit Gefühlen von Unzulänglichkeit und Neid zu kämpfen. Ich freue mich auf einen Neuanfang morgen.",-0.24,0,0,0,0,0,0,0,1
"Let's talk about today's events. you know, I feel like I so basically, really grew as a person today, and I'm proud of myself. Going to make myself some tea and unwind.",0.64,0,0,0,1,0,0,0,0
"Dear diary, it's me again. so basically, I hate feeling this way, but I was so envious uh, of their vacation photos. I felt scared of kind of, the consequences of my actions today. I'm just too tired to think about it anymore.",-0.63,0,0,0,0,0,0,1,1
"Hallo Tagebuch, kurzes Update von mir. also, Mein Herz also, hat heute ohne wirklichen Grund total gerast, einfach pure Nervosität. So lief das heute jedenfalls ab.",-0.55,0,0,0,0,1,0,0,0
"Today was... interesting, to say the least. so basically, I got so scared when I heard that strange noise in uh, the house tonight. Time to turn off my brain for the night.",-0.77,0,0,0,0,0,0,1,0
"Also, heute war... halt, Ich habe das Gefühl, heute als Person gewachsen zu sein, und halt, bin stolz auf mich. Heute lief alles wie also, am Schnürchen, ich bin einfach rundum glücklich. Ich hoffe auf einen ruhigeren Tag morgen.",0.92,1,0,0,1,0,0,0,0
"So, I'm sitting here thinking about today. The thought of failure is so scary that it makes me want to stop trying. I took care of some boring tasks today, and I'm glad they you know, are finally done. Hoping for a calmer day tomorrow.",0.03,0,0,1,0,0,0,1,0
"Okay, also so lief mein Tag heute ab. also, Ich fühle mich so überfordert von ähm, all den Aufgaben, das stresst mich total. Hoffentlich wird morgen ein bisschen besser.",-0.27,0,0,0,0,1,0,0,0
"Also, heute war... sozusagen, Heute war einfach voller positiver irgendwie, Energie und rundum guter Laune. Das war mein Tag, ich bin raus für heute.",0.88,1,0,0,0,0,0,0,0
"Heute war... gelinde gesagt, sehr interessant. sozusagen, Ich habe gesehen, was meine Freunde erreichen, und habe diese bittere Eifersucht in mir gespürt. Ich musste heute schwierige Entscheidungen treffen, äh, aber es waren die richtigen. Ich mache mir jetzt noch einen Tee und entspanne.",0.43,0,0,0,1,0,0,0,1
"Uff, was für ein Tag. halt, Ich habe diese Welle von Frustration gespürt und wollte äh, einfach nur laut schreien. Ich hoffe auf einen ruhigeren Tag morgen.",-0.54,0,0,0,0,0,1,0,0
"Mal schauen, wie ich heute am besten beschreibe. äh, Wegen dieser unterschwelligen halt, Panik konnte ich mich heute auf gar nichts konzentrieren. Ich schlafe jetzt wohl am besten mal drüber.",-0.34,0,0,0,0,1,0,0,0
"So, let's see how to describe today. um, I felt so vulnerable and scared, uh, like I have no protection. Everything felt so basically, so gray today, I don't even know why I feel this down. Going to make myself some tea and unwind.",-0.54,0,1,0,0,0,0,1,0
"Hallo Tagebuch, kurzes Update von mir. irgendwie, Heute war voller kleiner, schöner äh, Momente, die mich glücklich gemacht haben. Das war mein Tag, ich bin raus für heute.",0.67,1,0,0,0,0,0,0,0
"Uff, was für ein Tag. Ich irgendwie, habe mir heute die schlimmsten Szenarien für meine Prüfungen ausgemalt. Das war's dann wohl für heute.",-0.51,0,0,0,0,1,0,0,0
"Okay, so here's how today went. I felt so much love and support from my family today, it was wonderful. Time to turn off my brain for the night.",0.74,1,0,0,0,0,0,0,0
"Alles klar, Tagebuch, hier ist das Update. irgendwie, Es war sozusagen, ein produktiver Tag und alles lief genau wie geplant. Ich bin heute unter Druck ruhig geblieben sozusagen, und habe die Aufgabe erfolgreich gelöst. Zeit, den Kopf für heute auszuschalten.",0.57,0,0,1,1,0,0,0,0
"Na ja, heute ist einiges passiert. irgendwie, Ich war eifersüchtig darauf, wie selbstbewusst und beliebt die anderen äh, im Vergleich zu mir sind. Das war mein Tag, ich bin raus für heute.",-0.19,0,0,0,0,0,0,0,1
"Well, today happened. kind of, I kept like, imagining the worst-case scenarios for my upcoming exams. Well, that was my day in a nutshell.",-0.22,0,0,0,0,1,0,0,0
"So, let's see how to describe today. like, I was terrified of confronting someone today, my kind of, hands were literally shaking. Glad I got that off my chest.",-0.51,0,0,0,0,0,0,1,0
"Well, today happened. so basically, I helped someone solve a major you know, issue today and felt really good about my skills. Looking forward to a fresh start tomorrow.",0.83,0,0,0,1,0,0,0,0
"I need to get today's thoughts down. I so basically, got a surprise gift today and it completely made my week. I did something today kind of, that I never thought I'd be able to accomplish. Hopefully tomorrow will be a bit better.",0.86,1,0,0,1,0,0,0,0
"Wow, I need to talk about today. I proved to myself today that I am capable of handling so basically, tough situations. Guess I'll just sleep on it.",0.65,0,0,0,1,0,0,0,0
"So, I'm sitting here thinking about today. like, I felt really insecure seeing them talk to someone else instead of me. I feel so overwhelmed by all the things I have to do, it's stressing me out. Signing off for the night.",-0.18,0,0,0,0,1,0,0,1
"Well, today happened. like, It was a quiet day, no drama, just steady so basically, progress on my own terms. I'm glad today is finally over.",0.5,0,0,1,0,0,0,0,0
"Okay, so today was... you know, I handled a really uh, difficult conversation with a lot of maturity today. Anyway, I'm going to bed now.",0.95,0,0,0,1,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. also, Es war ein trüber Tag, sowohl draußen als auch in meiner Gefühlswelt. Tja, das war mein Tag im Großen und Ganzen.",-0.93,0,1,0,0,0,0,0,0
"Ich nehme das hier auf, weil heute echt verrückt war. also, Ich ähm, habe heute ständig meine E-Mails gecheckt, weil ich so nervös wegen einer Antwort war. Ich habe heute sozusagen, meine Angst überwunden und die Sache trotzdem durchgezogen, echt stolz. Das war's dann wohl für heute.",0.26,0,0,0,1,1,0,0,0
"Let's talk about today's events. you know, I feel so empty inside, like nothing can really cheer so basically, me up right now. I felt a sudden rush of jealousy when they praised someone uh, else's work. Guess I'll just sleep on it.",-0.28,0,1,0,0,0,0,0,1
"Whew, what a day. you know, I felt so left out today when I saw pictures of their kind of, gathering online. I feel like I'm losing control of my schedule and my um, life right now. Well, that was my day in a nutshell.",-0.45,0,0,0,0,1,0,0,1
"Mann, heute war echt einiges los. halt, Ich war ähm, eifersüchtig darauf, wie selbstbewusst und beliebt die anderen im Vergleich zu mir sind. Ich freue mich auf einen Neuanfang morgen.",-0.18,0,0,0,0,0,0,0,1
"Dear diary, it's me again. I felt extremely self-conscious today, worrying so basically, about what everyone thought of me. I'm glad today is finally over.",-0.56,0,0,0,0,1,0,0,0
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... Mich hat heute einfach alles aufgeregt, selbst die kleinsten Kleinigkeiten. Ich hoffe einfach, dass alles gut ausgeht.",-0.99,0,0,0,0,0,1,0,0
"Boah, ich muss mir heute mal was von der Seele reden. also, Der Gedanke, meinen Job zu verlieren, halt, lässt mich nachts nicht schlafen, ich habe nackte Angst. Ich war eifersüchtig darauf, wie ähm, glücklich und erfolgreich alle anderen wirken. Das war's dann wohl für heute.",-0.46,0,0,0,0,0,0,1,1
"Recording this because today was crazy. um, I was terrified of confronting someone today, my hands were literally shaking. Glad I got that off my chest.",-0.57,0,0,0,0,0,0,1,0
"Boah, ich muss mir heute mal was von der Seele reden. Ich habe heute ein wirklich komplexes Problem gelöst, an dem alle halt, anderen verzweifelt sind. Mal sehen, wie die Welt morgen früh aussieht.",0.89,0,0,0,1,0,0,0,0
"Na ja, heute ist einiges passiert. äh, Ich habe heute eine Aufgabe beendet, die ich seit Wochen vor mir irgendwie, hergeschoben habe. Tut echt gut, das mal ausgesprochen zu haben.",0.47,0,0,1,0,0,0,0,0
"Let's talk about today's events. like, I saw my friends achieving things and felt this like, bitter envy inside. Going to make myself some tea and unwind.",-0.29,0,0,0,0,0,0,0,1
"Dear diary, it's me again. uh, I got jealous you know, of my coworker's promotion, even though they deserved it. I laughed so hard my stomach hurt, it was exactly what I needed. Going to make myself some tea and unwind.",0.28,1,0,0,0,0,0,0,1
"Today was a weird mix of things. The workload is piling up and I just uh, feel paralyzed by the stress. Just going to try and relax now.",-0.46,0,0,0,0,1,0,0,0
"Honestly, today was quite a ride. kind of, I got a kind of, surprise gift today and it completely made my week. I felt completely lost and afraid in this new environment today. Looking forward to a fresh start tomorrow.",0.19,1,0,0,0,0,0,1,0
"Not sure how to put today into words, but... kind of, I like, kept worrying about the future today and felt really restless. I hope things turn out okay.",-0.49,0,0,0,0,1,0,0,0
"Uff, was für ein Tag. Ich habe mich irgendwie, heute in der neuen Umgebung völlig verloren und verängstigt gefühlt. Ich habe meinen Partner mit jemand anderem reden sehen und habe einen ähm, Stich Eifersucht gespürt. Ich versuche jetzt einfach, ein bisschen runterzukommen.",-0.25,0,0,0,0,0,0,1,1
"Mal schauen, wie ich heute am besten beschreibe. halt, Ich hatte heute die schleichende Angst, dass mir halt, alles über dem Kopf zusammenbricht. Morgen ist zum Glück ein neuer Tag.",-0.73,0,0,0,0,0,0,1,0
"Okay, so here's how today went. uh, I received some really good news today and it um, put a huge smile on my face. I couldn't help but compare my life to theirs and felt jealous of um, their success. Looking forward to a fresh start tomorrow.",0.34,1,0,0,0,0,0,0,1
"Alles klar, Tagebuch, hier ist das Update. Die Luft wurde mir heute sozusagen, fast zu knapp, weil der Druck einfach zu groß war. Ich schlafe jetzt wohl am besten mal drüber.",-0.31,0,0,0,0,1,0,0,0
"Recording this because today was crazy. kind of, I gave a presentation today and it went better than I could have ever hoped. I felt a um, wave of fear when I realized I might have lost my wallet. Time to turn off my brain for the night.",-0.12,0,0,0,1,0,0,1,0
"Heute war... gelinde gesagt, sehr interessant. halt, Ich bin gerade einfach nur dankbar und also, glücklich für die tollen Menschen in meinem Leben. Ich hatte heute ähm, mit Eifersucht zu kämpfen, weil mein Kumpel die Chance bekommen hat, die ich wollte. So lief das heute jedenfalls ab.",0.21,1,0,0,0,0,0,0,1
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... ähm, Der Stau und die Verspätungen heute waren echt genug, um den sozusagen, Verstand zu verlieren. Ich habe heute eine Aufgabe also, beendet, die ich seit Wochen vor mir hergeschoben habe. Ich freue mich auf einen Neuanfang morgen.",-0.06,0,0,1,0,0,1,0,0
"Dear diary, it's me again. uh, I had a really fun lunch with uh, my coworkers, the energy was so positive. I need to stop overthinking and just sleep.",0.92,1,0,0,0,0,0,0,0
"Eigentlich muss ich einfach mal ein bisschen Dampf ablassen. sozusagen, Heute war es einfach friedlich, die ruhigen Momente zu äh, genießen, ohne sich zu sorgen. Ich versuche jetzt einfach, ein bisschen runterzukommen.",0.72,0,0,1,0,0,0,0,0
"Mal schauen, wie ich heute am besten beschreibe. halt, Ich äh, war heute so angespannt, als stünde mein Körper ständig unter Strom. Ich habe heute Nacht ein seltsames Geräusch im Haus ähm, gehört und hatte totale Angst. Na ja, das ist jedenfalls mein Update.",-0.34,0,0,0,0,1,0,1,0
"Also, heute war... äh, Ich war heute sozusagen, so angespannt, als stünde mein Körper ständig unter Strom. Tut echt gut, das mal ausgesprochen zu haben.",-0.35,0,0,0,0,1,0,0,0
"Okay, so today was... I had to bite uh, my tongue to keep from yelling at someone today. I finally took a big step towards a major goal of mine, it feels great. I'm just too tired to think about it anymore.",-0.04,0,0,0,1,0,1,0,0
"Boah, ich muss mir heute mal was von der Seele reden. sozusagen, Ich habe mir heute wieder Sorgen um also, die Zukunft gemacht und war total unruhig. Mal sehen, wie die Welt morgen früh aussieht.",-0.47,0,0,0,0,1,0,0,0
"Ich muss meine Gedanken zu heute einfach mal aufschreiben. irgendwie, Ich habe sozusagen, heute ein wirklich komplexes Problem gelöst, an dem alle anderen verzweifelt sind. Tut echt gut, das mal ausgesprochen zu haben.",0.84,0,0,0,1,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. also, Ich fühle mich so überfordert von irgendwie, all den Aufgaben, das stresst mich total. Hoffentlich wird morgen ein bisschen besser.",-0.64,0,0,0,0,1,0,0,0
